page,bid_number,bidder,amount,value,accepted,rejected,errors,city,state
45,136,"De Launey, Clark & Co",100,93.13,,100,,New York,NY
45,136,L.W. Jerome,300,93.13,,300,,New York,NY
45,136,A.V. Stout,100,93.13,,100,,New York,NY
45,136,Jerome Fitzhugh & Co,80,93.13,,80,,New York,NY
45,136,F.T. Walker & Bro,40,93.13,,40,,New York,NY
45,136,"Winslow, Lanier & Co",255,93.13,,255,,New York,NY
45,136,De Forrest & Palmer,300,93.13,,300,,New York,NY
45,136,P & F Jaudon,50,93.13,,50,,New York,NY
45,136,William Barton & Son,200,93.13,,200,,New York,NY
45,136,George & Samuel Brown,25,93.13,,25,,New York,NY
45,136,Grant & Son,400,93.13,,400,,New York,NY
45,136,"Ward, Campell & Co",506,93.13,,506,,New York,NY
45,136,Pittsburg Trust Company,5,92,,5,,New York,NY
45,136,Mechanics' Bank,200,92.5,,200,,New York,NY
45,136,Shephard Knapp,55,92.5,,55,,New York,NY
45,136,Greenwich Savings Bank,150,92.5,,150,,New York,NY
45,136,G. De. Angelis,10,92.5,,10,,New York,NY
45,136,Ira Davenport,10,92.5,,10,,New York,NY
45,136,Continental Bank,265,92.63,,265,,New York,NY
45,136,George P. Bissell & Co,40,93.01,,40,,New York,NY
45,136,Brothers McKim,50,93,,50,,New York,NY
46,136,"Howe, Mather & Co",20,93,,20,,New York,NY
46,136,T. Ketchum & Co,100,92.5,,100,,New York,NY
46,136,F. H. Tows,50,93,,50,,New York,NY
46,136,Merchants' Insurance Company,5,93,,5,,New York,NY
46,137,Sherman & Romaine,10,90.5,,10,,New York,NY
46,137,Sherman & Romaine,10,90.75,,10,,New York,NY
46,137,Sherman & Romaine,10,91,,10,,New York,NY
46,137,Sherman & Romaine,10,91.25,,10,,New York,NY
46,137,Sherman & Romaine,10,91.5,,10,,New York,NY
46,138,E.A. Benedict,10,93.07,,10,,New York,NY
46,139,Robert Martin,2,91.5,,2,,New York,NY
46,140,John J. Searing,10,92.05,,10,,New York,NY
46,140,John J. Searing,10,93.05,,10,,New York,NY
46,141,William Tilden,5,91.7,,5,,New York,NY
46,141,William Tilden,5,92.6,,5,,New York,NY
46,141,William Tilden,10,93.15,,10,,New York,NY
46,142,S.T. William,10,92,,10,,New York,NY
46,142,S.T. William,10,92.3,,10,,New York,NY
46,142,S.T. William,10,92.6,,10,,New York,NY
46,142,S.T. William,10,93,,10,,New York,NY
46,142,S.T. William,10,93.5,,10,,New York,NY
46,143,Satterlee & Co,70,93.31,,70,,New York,NY
46,143,Satterlee & Co,70,93.17,,70,,New York,NY
46,143,Satterlee & Co,85,92.56,,85,,New York,NY
46,143,Satterlee & Co,75,92.17,,75,,New York,NY
46,144,Benjamin Ogle Tayloe,2,90,,2,,Washington,DC
46,145,Richard Stacpoole,25,88,,25,,New York,NY
46,146,Northwestern Bank of Pennsylvania,15,93.1,,15,,New York,NY
46,147,J. H. Strain,3,90,,3,,Washington,DC
46,148,A. Griffing Waterbury,10,93.27,,10,,New York,NY
47,149,C.E. Brewer,100,93.58,,100,,New York,NY
47,150,William H. Marston,50,93.36,,50,,New York,NY
47,151,A.R. Corbin,20,93.25,,20,,Washington,DC
47,151,A.R. Corbin,20,93.5,,20,,Washington,DC
47,152,"Knauth, Nachon & Kuhne",10,90.5,,10,,New York,NY
47,153,"Sweeny, Rittenhouse, Fant & Co",150,93.33,,150,,Washington,DC
47,154,Cammann & Co,50,93.01,,50,,New York,NY
47,154,Cammann & Co,100,93.26,,100,,New York,NY
47,154,Cammann & Co,50,93.51,,50,,New York,NY
47,155,Nathaniel Jewett,3,93.75,,3,,Washington,DC
47,156,"George w. Cuyler, president",25,93.2,,25,,Elmira,NY
47,157,S. Draper,10,92,,10,,New York,NY
47,157,S. Draper,15,91.5,,15,,New York,NY
47,158,"L.P. Bayne, attorney",20,92,,20,,Baltimore,MD
47,158,"L.P. Bayne, attorney",20,92.1,,20,,Baltimore,MD
47,158,"L.P. Bayne, attorney",20,92.45,,20,,Baltimore,MD
47,158,"L.P. Bayne, attorney",20,92.8,,20,,Baltimore,MD
47,158,"L.P. Bayne, attorney",20,93,,20,,Baltimore,MD
47,158,"L.P. Bayne, attorney",30,93.18,,30,,Baltimore,MD
47,159,W.C. Bestor,30,93.3,,30,,Washington,DC
47,160,Drexel & Co.,1200,93.33,,1200,,Philadelphia,PA
47,161,"Read, Drexel & Co",2100,93.17,,2100,,New York,NY
47,162,Thomas Pinckney,10,93.18,,10,,New York,NY
47,163,E.R. Tremaine,10,90.75,,10,,New York,NY
47,163,E.R. Tremaine,10,91,,10,,New York,NY
47,163,E.R. Tremaine,10,91.4,,10,,New York,NY
47,163,E.R. Tremaine,10,92.1,,10,,New York,NY
47,163,E.R. Tremaine,5,92.6,,5,,New York,NY
47,163,E.R. Tremaine,5,92.8,,5,,New York,NY
47,164,"C.F. Knowlson, cashier",20,91.48,,20,,New York,NY
47,164,"C.F. Knowlson, cashier",20,91.61,,20,,New York,NY
47,164,"C.F. Knowlson, cashier",20,91.91,,20,,New York,NY
47,164,"C.F. Knowlson, cashier",20,92.05,,20,,New York,NY
47,164,"C.F. Knowlson, cashier",20,92.19,,20,,New York,NY
47,164,"C.F. Knowlson, cashier",10,92.65,,10,,New York,NY
47,164,"C.F. Knowlson, cashier",10,92.71,,10,,New York,NY
47,164,"C.F. Knowlson, cashier",20,92.89,,20,,New York,NY
47,164,"C.F. Knowlson, cashier",20,93.03,,20,,New York,NY
47,164,"C.F. Knowlson, cashier",20,93.17,,20,,New York,NY
48,164,"C.F. Knowlson, cashier",10,93.27,,10,,New York,NY
48,164,"C.F. Knowlson, cashier",10,93.39,,10,,New York,NY
48,165,"E.R. Tremaine, for self and others",10,92.7,,10,,New York,NY
48,165,"E.R. Tremaine, for self and others",20,92.7,,20,,New York,NY
48,165,"E.R. Tremaine, for self and others",20,92.7,,20,,New York,NY
48,166,Robert T. Cross,10,92.5,,10,,New York,NY
48,166,Robert T. Cross,10,92.65,,10,,New York,NY
48,166,Robert T. Cross,20,92.85,,20,,New York,NY
48,166,Robert T. Cross,20,93,,20,,New York,NY
48,166,Robert T. Cross,20,93.05,,20,,New York,NY
48,166,Robert T. Cross,20,93.18,,20,,New York,NY
48,166,Robert T. Cross,20,93.18,,20,,New York,NY
48,167,J. Van Schaick,20,93.05,,20,,New York,NY
48,167,J. Van Schaick,20,93.1,,20,,New York,NY
48,167,J. Van Schaick,20,93.12,,20,,New York,NY
48,167,J. Van Schaick,20,93.15,,20,,New York,NY
48,167,J. Van Schaick,100,93.19,,100,,New York,NY
48,167,J. Van Schaick,20,93.2,,20,,New York,NY
48,168,"Clark, Dodge & Co",75,92.76,,75,,New York,NY
48,168,"Clark, Dodge & Co",50,92.85,,50,,New York,NY
48,168,"Clark, Dodge & Co",50,93.01,,50,,New York,NY
48,168,"Clark, Dodge & Co",100,93.05,,100,,New York,NY
48,168,"Clark, Dodge & Co",150,93.11,,150,,New York,NY
48,168,"Clark, Dodge & Co",130,93.15,,130,,New York,NY
48,168,"Clark, Dodge & Co",75,93.17,,75,,New York,NY
48,168,"Clark, Dodge & Co",20,93.25,,20,,New York,NY
48,168,"Clark, Dodge & Co",10,93.13,,10,,New York,NY
48,169,"E. Whitehouse, Son & Morison",100,92.85,,100,,New York,NY
48,169,"E. Whitehouse, Son & Morison",200,93.01,,200,,New York,NY
48,169,"E. Whitehouse, Son & Morison",100,93.18,,100,,New York,NY
48,169,"E. Whitehouse, Son & Morison",100,93.26,,100,,New York,NY
48,169,"E. Whitehouse, Son & Morison",100,93.31,,100,,New York,NY
49,169,"E. Whitehouse, Son & Morison",100,93.51,,100,,New York,NY
49,169,"E. Whitehouse, Son & Morison",200,93.16,,200,,New York,NY
49,170,Trevor & Colgate,515,93.17,,515,,New York,NY
49,170,Trevor & Colgate,50,93.01,,50,,New York,NY
49,170,Trevor & Colgate,25,93,,25,,New York,NY
49,170,Trevor & Colgate,50,92.88,,50,,New York,NY
49,170,Trevor & Colgate,50,92.55,,50,,New York,NY
49,170,Trevor & Colgate,150,92.5,,150,,New York,NY
49,170,Trevor & Colgate,125,91.5,,125,,New York,NY
49,171,C.R. Robert,10,93.19,,10,,New York,NY
49,171,C.R. Robert,10,93.21,,10,,New York,NY
49,171,C.R. Robert,10,93.23,,10,,New York,NY
49,171,C.R. Robert,10,93.26,,10,,New York,NY
49,171,C.R. Robert,10,93.28,,10,,New York,NY
49,172,F.L. Richardson,50,93.31,,50,,New York,NY
49,172,F.L. Richardson,50,93.51,,50,,New York,NY
49,173,"Livermore, Clews & Mason",200,93.17,,200,,New York,NY
49,174,W.S.W. Hale,50,93.41,,50,,New York,NY
49,174,W.S.W. Hale,50,93.53,,50,,New York,NY
49,174,"Livermore, Clews & Mason",100,93.27,,100,,New York,NY
49,175,"Livermore, Clews & Mason",50,91.5,,50,,New York,NY
49,175,"Livermore, Clews & Mason",50,91.75,,50,,New York,NY
49,175,"Livermore, Clews & Mason",100,92.05,,100,,New York,NY
49,176,S.E. Darling & Co,350,93.17,,350,,New York,NY
